Id,NewsTitle,MatchedWords,Score,Polarity
1291,"CBT WHEAT FUTURES RALLY TO CLOSE HIGHER",,0,Neutral
1292,"HONDURAS SEEKING PL480 VESSELS FOR BULK WHEAT",,0,Neutral
1293,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
1294,"DEERE DE AND UNIT DEBT DOWNGRADED BY MOODYS",debt,-1,Negative
1295,"MAGMA LOWERS COPPER PRICE 050 CT TO 6550 CTS",,0,Neutral
1296,"TWA TWA MARCH TRAFFIC RISES",,0,Neutral
1297,"NY COTTON EXTENDS GAINS LATE SETTLES HIGHER",gains,1,Positive
1298,"CBT SOYPRODUCT FUTURES CLOSE MIXED",,0,Neutral
1299,"GENCORP GY SAYS BUYBACK BETTER THAN TAKEOVER",better,1,Positive
1300,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
1301,"BERRY PETROLEUM NORRIS OIL NOIL TO MERGE",,0,Neutral
1302,"CCC CREDITS FOR BANGLADESH AMENDED  USDA",,0,Neutral
1303,"ALLIEDSIGNAL ALD UNIT TO CUT EMPLOYEES",,0,Neutral
1304,"NY COCOA FUTURES CLOSE MIXED",,0,Neutral
1305,"CCC SEED CREDIT GURANTEES FOR ALGERIA  USDA",,0,Neutral
1306,"AMR AMR FORMS NEW INVESTMENT UNIT",,0,Neutral
1307,"USDA ANNOUNCES WORLD MARKET RICE PRICES",,0,Neutral
1308,"TOTAL SYSTEM SERVICES INC TSYS 1ST QTR NET",,0,Neutral
1309,"HUBCO INC HCO 1ST QTR NET",,0,Neutral
1310,"KANSAS CITY GULF EXPORT PRICES  USDA",,0,Neutral
1311,"MANHATTAN NATIONAL MLC ELECTS CHAIRMAN",,0,Neutral
1312,"CHICAGO CASH GRAIN",,0,Neutral
1313,"WILDERNESS EXPERIENCE INC 4TH QTR LOSS",loss,-1,Negative
1314,"TOTAL SYSTEMS SERVICES TSYS 1ST QTR NET",,0,Neutral
1315,"WILDERNESS EXPERIENCE MAY FILE FOR BANKRUPTCY",,0,Neutral
1316,"KANSAS CITY DAILY FEEDWHOLESALE PRICES USDA",,0,Neutral
1317,"RECENT INITIAL SHARE OFFERINGS FILED WITH SEC",,0,Neutral
1318,"ETRON NAMES DIRECTOR OF CHAFF DIVISION",chaff,-1,Negative
1319,"PERCEPTRONICS PERC UNIT GETS NAVY CONTRACT",,0,Neutral
1320,"BERMUDA STAR BSL LEASES VESSEL",,0,Neutral
1321,"IRAQ SAYS FIERCE FIGHTING TO DISLODGE IRANIANS",fierce,-1,Negative
1322,"PREMDOR PLANS TWOFORONE STOCK SPLIT",split,-1,Negative
1323,"TELETRAK ADVANCED TECHNOLOGY 4TH QTR LOSS","loss, advanced",0,Neutral
1324,"HOOKER CORP LTD NAMES NEW PRESIDENT FOR UNIT",,0,Neutral
1325,"CANNON CAN SELLS STAKE IN HBOCANNON VENTURE",,0,Neutral
1326,"GENCORP GY STAYS ON SP CREDITWATCH NEGATIVE",negative,-1,Negative
1327,"HOUSTON OIL TRUST HO HALTS ROYALTIES",trust,1,Positive
1328,"UPPER PENINSULA POWER CO UPEN SETS PAYOUT",,0,Neutral
1329,"NY COFFEE FUTURES CLOSE HIGHER",,0,Neutral
1330,"ITT CORP ITT DECLARES DIVIDEND",,0,Neutral
1331,"DAILY MIDWEST LIVESTOCK SUMMARY  USDA",,0,Neutral
1332,"PACIFIC LIGHTING CORP PLT QTLY DIVIDEND",,0,Neutral
1333,"STALEY CONTINENTAL STA REGULAR DIVIDEND SET",,0,Neutral
1334,"ITT CORP ITT REGULAR QTRLY DIVIDEND",,0,Neutral
1335,"HOGCORN RATIO UP IN WEEK  USDA",,0,Neutral
1336,"COMTERM GENERAL INSTRUMENT GRL IN CONTRACT",,0,Neutral
1337,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
1338,"MINNEAPOLIS DAILY CASH GRAIN CLOSE RAIL USDA",rail,-1,Negative
1339,"CRYODYNAMICS CRYD WARRANTS CONVERTED",,0,Neutral
1340,"MOODYS DOWNGRADES DAYTON HUDSONS 13 BILLION DLRS OF DEBT",debt,-1,Negative
1341,"SUN SUN RAISES HEATING OIL BARGE PRICE",,0,Neutral
1342,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
1343,"US SELLING 132 BILLION DLRS OF 3 AND 6MO BILLS APRIL 13 TO PAY DOWN 1235 BILLION DLRS",,0,Neutral
1344,"LEVITT LVT FILES FOR DEBENTURE OFFERING",,0,Neutral
1345,"SPORTSCENE ACQUIRES CHRISTOPHE VAN HOUTTE CHAIN",,0,Neutral
1346,"US CONSUMER CREDIT ROSE 177 BILLION DLRS IN FEB VS REVISED 789 MLN JAN GAIN",gain,1,Positive
1347,"NYSE TUMBLES 45 POINTS ON PROFIT TAKING AND FUTURES RELATED SELL PROGRAMS TRADERS SAY",tumbles,-1,Negative
1348,"RONSON CORP RONC 4TH QTR DEC 31",,0,Neutral
1349,"IRAQ REPORTS FIERCE FIGHTING TO REMOVE IRANIANS",fierce,-1,Negative
1350,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
1351,"TREASURY BALANCES AT FED ROSE ON APRIL 6",,0,Neutral
1352,"GENERAL PHYSICS GPHY TO PURCHASE SHARES",,0,Neutral
1353,"ITT CORP TO BUY BACK UP TO 10 MLN SHARES OF COMMON STOCK",,0,Neutral
1354,"KANSAS CITY TRUCK PRICES  USDA",,0,Neutral
1355,"US TO SELL 132 BILLION DLRS IN BILLS",,0,Neutral
1356,"MANUFACTURERS MHC IN BUILDING FORECLOSURE",,0,Neutral
1357,"TEXACO FILES IN TEXAS COURT TO ENJOIN 103 BILLION DLR BOND PENNZOIL ATTORNEY",enjoin,-1,Negative
1358,"ITT STOCK BUYBACK TO INCLUDE COMMON AND PREFERRED SHARES",,0,Neutral
1359,"TERRACE BANK OF FLORIDA TO SELL 500000 SHARES",,0,Neutral
1360,"HISHEAR INDUSTRIES INC HSI SETS PAYOUT",,0,Neutral
1361,"COCACOLA BOTTLING COKE TERMINATES TALKS",,0,Neutral
1362,"NY FCOJ FUTURES CLOSE HIGHER",,0,Neutral
1363,"ITT ITT TO BUY BACK COMMON PREFERRED ISSUES",issues,-1,Negative
1364,"WINNIPEG OILSEED FUTURES END UP GRAINS MIXED",,0,Neutral
1365,"WEEKLY ELECTRIC OUTPUT UP 111 PCT FROM 1986",,0,Neutral
1366,"US DEBT FUTURES CLOSE DOWN NEAR DAILY LOWS",debt,-1,Negative
1367,"DAYTON HUDSON XXX DOWNGRADED BY MOODYS",,0,Neutral
1368,"JAPANESE CRUSHERS BUY CANADIAN RAPESEED",,0,Neutral
1369,"CAREPLUS CPLS SEEKS APPROVAL IN ACQUISITION",approval,1,Positive
1370,"WALL STREET CLOSE SHARPLY LOWER",sharply,-1,Negative
1371,"NY PHYSICAL COFFEE MARKET SEES LIGHT BUSINESS",,0,Neutral
1372,"SOUTHERN UNION SUG TO SELL NOTES DEBENTURES",,0,Neutral
1373,"CANADA STOCKS CLOSE LOWER ON PROFIT TAKING",,0,Neutral
1374,"US ENERGY FUTURES SETTLE WITH MODEST GAINS","gains, modest",2,Positive
1375,"US FEB CONSUMER CREDIT ROSE 177 BILLION DLRS",,0,Neutral
1376,"YEUTTER OPPOSES US RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
1377,"GULF EDIBLE OIL PRICES  April 7",,0,Neutral
1378,"TEXACO TX FILES TO ENJOIN 103 BILLION DLR BOND",enjoin,-1,Negative
1379,"MOODYS AFFIRMS UNITED TECHNOLOGIES UTX DEBT",debt,-1,Negative
1380,"YEUTTER CALLS TEXTILE BILL PURE PROTECTIONISM",pure,1,Positive
1381,"GROUP TO BUY MORE INTERMEDICS ITM SHARES",,0,Neutral
1382,"SEAGATE TECHNOLOGY SGAT 3RD QTR MARCH 3 NET",,0,Neutral
1383,"GROUP RAISES TEXSTYRENE FOAM STAKE TO 117 PCT",,0,Neutral
1384,"ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT",,0,Neutral
1385,"NEBRASKA FEEDLOT CATTLE UP 050100 DLR  USDA",,0,Neutral
1386,"SPARTECH SPTN REVERSE STOCK SPLIT APPROVED",split,-1,Negative
1387,"PEOPLE RIDESHARING SYSTEMS RIDE 1ST QTR NET",,0,Neutral
1388,"SUPERMARKETS GENERAL SGL AFFIRMED BY SP",,0,Neutral
1389,"ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK",redeem,1,Positive
1390,"GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER",supported,1,Positive
1391,"BRAZILS DEBT CRISIS BECOMING POLITICAL CRISIS","crisis, debt",-3,Negative
1392,"WALL STREET STOCKS CLOSING AVERAGES",,0,Neutral
1393,"AMEX STOCK PRICES CLOSE LOWER",,0,Neutral
1394,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
1395,"DESJARDINS GROUP LOWERS VISA INTEREST RATE",,0,Neutral
1396,"SEEQ TECHNOLOGY INC SEEQ 2ND QTR MARCH 31",,0,Neutral
1397,"TXW OKLA FEEDLOT CATTLE STDYUP 050 DLRUSDA",,0,Neutral
1398,"NY OILSEEDS REPORT",,0,Neutral
1399,"BAHIA COCOA FUTURES CLSG",,0,Neutral
1400,"LITTLE INDUSTRY IMPROVEMENT  DATA GENERAL DGN",improvement,1,Positive
1401,"MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS",,0,Neutral
1402,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK","losses, modest",0,Neutral
1403,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
1404,"CENTRAL US CARLOT PORK TRADE  USDA  APRIL 7",,0,Neutral
1405,"USSDR RATE MOVES TO 128435",,0,Neutral
1406,"REPUBLICBANK RPT DEBT DOWNGRADED BY SP",debt,-1,Negative
1407,"NACCO INDUSTRIES NC TO REPORT 2ND QTR GAIN",gain,1,Positive
1408,"NYFE TO MOVE TO NY COTTON EXCHANGE",,0,Neutral
1409,"INTERFACE FLOORING SYSTEMS IFSIA IN OFFERING",,0,Neutral
1410,"CASH WHOLESALE PORK PRICES",,0,Neutral
1411,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
1412,"BRAZILIAN SOYBEAN AND PRODUCT MARKET",,0,Neutral
1413,"BUFFTON BUFF TO POST INVESTIGATION CHARGE",,0,Neutral
1414,"CASH WHOLESALE BEEF PRICES",,0,Neutral
1415,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
1416,"ASCS TERMINAL MARKET VALUES FOR PIK GRAIN",,0,Neutral
1417,"SUMMERWINTER TIME CHANGES",,0,Neutral
1418,"NY RUBBER REPORT",,0,Neutral
1419,"AMERICAN DYNAMICS AMDC TO SELL 51 PCT STAKE",,0,Neutral
1420,"ITT ITT TO REDEEM THREE PREFERRED ISSUES","redeem, issues",0,Neutral
1421,"COMMODITY RESEARCH BUREAU PRICES INDEX              New York",,0,Neutral
1422,"CONRAIL FILES PETITION AGAINST ERIE ERIE",,0,Neutral
1423,"BOXED BEEF CUTOUT VALUEMOVEMENTUSDA",,0,Neutral
1424,"REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7",,0,Neutral
1425,"GRAIN SHIPS LOADING AT PORTLAND",,0,Neutral
1426,"ITALYS ENI TO INVEST IN VENEZUELAN PROJECTS",,0,Neutral
1427,"BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT",,0,Neutral
1428,"DREXEL TELLS US STOCK BUYERS TO LOOK ABROAD",,0,Neutral
1429,"EASTERN KANSAS FEEDLOT CATTLE STEADY  USDA",steady,1,Positive
1430,"WESTERN KANSAS FEEDLOT CATTLE STDYUP 050  USDA",,0,Neutral
1431,"TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT",relief,1,Positive
1432,"REPUBLICBANK RPT TO RECLASSIFY BRAZIL LOANS",,0,Neutral
1433,"SUPPLIES MIDEAST TENSION FUEL GAINS IN OIL","tension, gains",0,Neutral
1434,"US STOCK INDEX FUTURES PLUMMET IN LATE TRADE",,0,Neutral
1435,"CANADIAN BONDS CLOSE LOWER",,0,Neutral
1436,"FOB US GULF CORN VALUES SLIGHTLY FIRMER",firmer,1,Positive
1437,"API SAYS DISTILLATE STOCKS UP 628000 BBLS GASOLINE UP 229 MLN CRUDE UP 852 MLN",crude,-1,Negative
1438,"SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED",,0,Neutral
1439,"TEXACO TX CONFIRMS TEXAS COURT FILING",,0,Neutral
1440,"US CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
1441,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK","losses, modest",0,Neutral
1442,"YEUTTER OPPOSES US RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
1443,"YEUTTER CALLS TEXTILE BILL PURE PROTECTIONISM",pure,1,Positive
1444,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
1445,"AMOSKEAG BANK AMKG TO SEEK REHEARING",,0,Neutral
1446,"EXPORT BUSINESS  GRAINSOILSEEDS COMPLEX",complex,-1,Negative
1447,"EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER","tender, soft",2,Positive
1448,"DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM",enrich,1,Positive
1449,"RED LION INNS LP BEGINS OFFERING",,0,Neutral
1450,"JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER","tender, bonus",2,Positive
1451,"MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT",,0,Neutral
1452,"US CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
1453,"COMMODITIES TODAY IN WASHINGTON FOR APRIL 8",,0,Neutral
1454,"BAKER VOLCKER MEET WEST GERMAN OFFICIALS",,0,Neutral
1455,"LAC LAC BOOSTING EXPLORATION SPENDING",,0,Neutral
1456,"TRILON DECLARES STOCK DIVIDEND",,0,Neutral
1457,"LAC MINERALS BOOSTING EXPLORATION SPENDING",,0,Neutral
1458,"LOGICON INC LGN GETS CONTRACT ADDONS",,0,Neutral
1459,"API SAYS DISTILLATE GASOLINE STOCKS UP IN WEEK",,0,Neutral
1460,"REUTER CANADA BUSINESS HIGHLIGHTS",,0,Neutral
1461,"REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7",,0,Neutral
1462,"FIRST TORONTO COMPLETES ISSUE",issue,-1,Negative
1463,"ALLEGHENY AG PREFERED SHAREHOLDERS FILE SUIT",prefered,1,Positive
1464,"CAPITAL CITIESABCS CCB ABC TV IN DEAL",,0,Neutral
1465,"TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS",,0,Neutral
1466,"CANADIANS URGE EXEMPTION FROM US TRADE BILL",,0,Neutral
1467,"INTERFACE IFSIA BEGINS OFFERING",,0,Neutral
1468,"CHEVRON CHV LAUNCHES PLATFORM OFF CALIFORNIA",,0,Neutral
1469,"MARITRANS LP BEGINS OFFERING",,0,Neutral
1470,"AMERICAN AGRONOMICS CORP AGR 2ND QTR FEB 28",,0,Neutral
1471,"NASA PICKS BOEING BA FOR SYSTEM CONTRACT",,0,Neutral
1472,"JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES JAPANESE OFFICIALS SAY",,0,Neutral
1473,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G7 MEETING JAPANESE OFFICIALS SAY",,0,Neutral
1474,"REUTER BUSINESS NEWS HIGHLIGHTS APRIL 7",,0,Neutral
1475,"TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES",,0,Neutral
1476,"GYNEX GYNXU SEARLE END MARKETING PACT",,0,Neutral
1477,"HELIGMEYERS CO HMY INCREASES DIVIDEND",,0,Neutral
1478,"HELIGMEYERS CO HMY YEAR FEB 28",,0,Neutral
1479,"NANOMETRICS INC NANO REDUCES WORKFORCE",,0,Neutral
1480,"SENATE REPORT  REAGAN PLANS EARLY SDI DEPLOYMENT",,0,Neutral
1481,"KELLY OIL AND GAS PARTNERS KLY YEAR DEC 31",,0,Neutral
1482,"TRANSCANADA RESOURCES WINS FILING EXTENSION",wins,1,Positive
1483,"JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD",,0,Neutral
1484,"MOODYS SAYS LOWER RATINGS SHOW 1987 DOWNTREND",,0,Neutral
1485,"COMSAT CQ CHANGES NAME OF HINET UNIT",,0,Neutral
1486,"AMERITRUST AMTR INTRODUCES IRA FUND",,0,Neutral
1487,"TCW CONVERTIBLE SECURITIES CVT SETS DIVIDEND",,0,Neutral
1488,"AUSTRALIAN DOLLAR OPENS EASIER",easier,1,Positive
1489,"HOUSE COMMITTEE SLASHES STAR WARS FUNDING",,0,Neutral
1490,"RUDING SAYS BANKS DEBTORS SHOULD TAKE LEAD",lead,1,Positive
1491,"CURRENCY FUTURES TO KEY OFF G5 G7 MEETINGS",,0,Neutral
1492,"TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL",,0,Neutral
1493,"TEXACO TX GETS TEMPORARY RESTRAINING ORDER",,0,Neutral
1494,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
1495,"NZ UNEMPLOYMENT RATE 39 PCT IN DECEMBER QUARTER",,0,Neutral
1496,"DOLLAR OPENS EASIER IN TOKYO",easier,1,Positive
1497,"NZEALAND RESERVE BANK GIVES BOND TENDER DETAILS",tender,1,Positive
1498,"Bank of Japan buys dollars shortly after opening at around 14530 yen  dealers",,0,Neutral
1499,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",,0,Neutral
1500,"US DOLLAR OPENS LOWER IN HONG KONG",,0,Neutral
1501,"JAPAN RUBBER STOCKS FALL IN MARCH",fall,-1,Negative
1502,"SOUTH KOREAN WON FIXED AT 25MONTH HIGH",won,1,Positive
1503,"TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER","gold, firmer",2,Positive
1504,"HONG KONG TERM MONEY 1000  APR 8",,0,Neutral
1505,"GOLD OPENS FIRMER IN HONG KONG","gold, firmer",2,Positive
1506,"SYDNEY FINANCIAL FUTURES OPEN MIXED",,0,Neutral
1507,"US INTEREST RATE FUTURES OPEN SLIGHTLY LOWER",,0,Neutral
1508,"SIMEX CURRENCY FUTURES EASE IN EARLY TRADING",ease,1,Positive
1509,"NIPPON MINING LOWERS COPPER PRICE",,0,Neutral
1510,"REUTER WORLD NEWS HIGHLIGHTS 0300 GMT  APRIL 8",,0,Neutral
1511,"ASIAN DOLLAR DEPOSITS OPEN QUIETLY MIXED",,0,Neutral
1512,"YEN BOND FUTURES HIT RECORD HIGH IN EARLY TRADE",,0,Neutral
1513,"HK OFFICIAL STOCK EXCHANGE BAR JARDINE ISSUE",issue,-1,Negative
1514,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",,0,Neutral
1515,"JAPANS LDP URGES MORE IMPORTS OF 12 FARM ITEMS",,0,Neutral
1516,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",,0,Neutral
1517,"SHARP CORP SHRPT TO SET UP PLANT IN THAILAND",sharp,1,Positive
1518,"YUGOSLAV WORKERS MAY BE ANGERED BY LOST SUBSIDIES",lost,-1,Negative
1519,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE","wins, confidence",2,Positive
1520,"ASIAN EXPORTERS FEAR DAMAGE FROM USJAPAN RIFT","rift, damage, fear",-3,Negative
1521,"UAL UALN PILOTS PROPOSE WAGE CUT TO FUND BUYOUT",,0,Neutral
1522,"CHINA DAILY SAYS VERMIN EAT 712 PCT GRAIN STOCKS",,0,Neutral
1523,"JAPAN TO REVISE LONGTERM ENERGY DEMAND DOWNWARDS",,0,Neutral
1524,"NISSAN MAY SUPPLY PARTS TO MEXICAN FORD CHRYSLER",,0,Neutral
1525,"NEW ZEALAND RAISES FOREIGN INVESTMENT THRESHOLD",,0,Neutral
1526,"THAI TRADE DEFICIT WIDENS IN FIRST QUARTER",,0,Neutral
1527,"INDONESIA SEES CPO PRICE RISING SHARPLY",sharply,-1,Negative
1528,"JAPANESE CONSORTIUM WINS NEW YORK SUBWAY CAR ORDER",wins,1,Positive
1529,"Japan fouryear note auction average yield record low 3714 pct stop 3743 official",,0,Neutral
1530,"Tokyo stock market index rises 12834 to record close of 2291299",,0,Neutral
1531,"US HOUSE COMMITTEE PROPOSES DEFENCE CUTS",,0,Neutral
1532,"NEC SUES SEIKO EPSON OVER COPYRIGHT INFRINGEMENT","sues, infringement",-2,Negative
1533,"AUSTRALIAN FOREIGN SHIP BAN ENDS BUT NSW PORTS HIT",,0,Neutral
1534,"INDONESIAN COMMODITY EXCHANGE MAY EXPAND",,0,Neutral
1535,"SRI LANKA GETS USDA APPROVAL FOR WHEAT PRICE",approval,1,Positive
1536,"WESTERN MINING TO OPEN NEW GOLD MINE IN AUSTRALIA",gold,1,Positive
1537,"SUMITOMO BANK AIMS AT QUICK RECOVERY FROM MERGER",recovery,1,Positive
1538,"SUBROTO SAYS INDONESIA SUPPORTS TIN PACT EXTENSION",supports,1,Positive
1539,"SOUTH AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",work,1,Positive
1540,"FINAL TERMS SET ON ATARI CORP CONVERTIBLE EUROBOND",,0,Neutral
1541,"BANGLADESH LIKELY TO SET HIGHER DEVELOPMENT PLAN",,0,Neutral
1542,"Bundesbank allocates 61 billion marks in 28day repurchase pact at 380 pct",,0,Neutral
1543,"BUNDESBANK ALLOCATES 61 BILLION MARKS IN TENDER",tender,1,Positive
1544,"UN OFFERS GRANT FOR STUDY ON BANGLADESH BRIDGE",,0,Neutral
1545,"EIB 300 MLN GUILDER BULLET BOND PRICED AT PAR",,0,Neutral
1546,"BOND CORP STILL CONSIDERING ATLAS MINING BAILOUT",,0,Neutral
1547,"ECONOMIC SPOTLIGHT  EXCESS MONEY HURTS THAI BANKS",hurts,-1,Negative
1548,"CHINA INDUSTRIAL OUTPUT RISES IN FIRST QUARTER",,0,Neutral
1549,"SAITAMA BANK ISSUES 100 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
1550,"WESTPAC BANKING ISSUES 50 MLN AUSTRALIAN DLR BOND",issues,-1,Negative
1551,"JAPANESE AUTOMAKERS TURN TO FOURWHEEL STEERING",,0,Neutral
1552,"JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT US",,0,Neutral
1553,"AMATIL PROPOSES TWOFORFIVE BONUS SHARE ISSUE","issue, bonus",0,Neutral
1554,"BOWATER 1986 PRETAX PROFITS RISE 156 MLN STG",,0,Neutral
1555,"UK MONEY MARKET DEFICIT FORECAST AT 250 MLN STG",,0,Neutral
1556,"SOUTH KOREA MOVES TO SLOW GROWTH OF TRADE SURPLUS",slow,-1,Negative
1557,"FINNS AND CANADIANS TO STUDY MTBE PRODUCTION PLANT",,0,Neutral
1558,"GERMAN ENGINEERING WAGEROUND TALKS BREAK DOWN",break,-1,Negative
1559,"CRA SOLD FORREST GOLD FOR 76 MLN DLRS  WHIM CREEK",gold,1,Positive
1560,"MALAYSIA SETS 100 MLN SWISS FRANC NOTES ISSUE",issue,-1,Negative
1561,"GERMAN INDUSTRIAL EMPLOYMENT SEEN STAGNATING",,0,Neutral
1562,"FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
1563,"SEOUL STOCK MARKET CONSOLIDATES ON STATE MEASURES",,0,Neutral
1564,"MALAYSIA SHELVES HUGE HYDROELECTRIC PROJECT",,0,Neutral
1565,"QUEBEC ISSUES 30 BILLION YEN EUROBOND",issues,-1,Negative
1566,"BOWATER INDUSTRIES PROFIT EXCEED EXPECTATIONS",exceed,1,Positive
1567,"CITIBANK NORWAY UNIT LOSES SIX MLN CROWNS IN 1986",loses,-1,Negative
1568,"JAPANESE ECONOMIC PACKAGE SEEN AS MAJOR CHANGE",,0,Neutral
1569,"VIEILLE MONTAGNE SAYS 1986 CONDITIONS UNFAVOURABLE",,0,Neutral
1570,"VIEILLE MONTAGNE REPORTS LOSS DIVIDEND NIL",loss,-1,Negative
1571,"EC MAINLY FOR TIN EXTENSION NO UK STAND TAKEN",,0,Neutral
1572,"IAE CALLS OFF SUPERFAN ENGINE PROJECT",,0,Neutral
1573,"JAPAN BRITAIN TO EXCHANGE SECURITIES MARKET INFO",,0,Neutral
1574,"SOUTH KOREA STUDIES RESTRUCTURING FINANCIAL SECTOR",restructuring,1,Positive
1575,"JAPAN GIVEN LITTLE HOPE OF AVOIDING US SANCTIONS",,0,Neutral
1576,"THAI ZINC EXPORTS FALL IN MARCH",fall,-1,Negative
1577,"DUTCH PROPOSE STRICT INSIDER TRADING LAW",strict,-1,Negative
1578,"DANSK NATURGAS ISSUES 10 BILLION YEN EUROBOND",issues,-1,Negative
1579,"EC SUGAR TENDER HARD TO PREDICT  LONDON TRADE","tender, hard",0,Neutral
1580,"NORTH YEMEN CALLS SUGAR BUYING TENDER  TRADE",tender,1,Positive
1581,"JAPAN TO HOLD FORMAL FINANCIAL TALKS WITH FRANCE",,0,Neutral
1582,"ANHEUSERBUSCH JOINS BID FOR SAN MIGUEL",,0,Neutral
1583,"CHINA CONSTRUCTION BANK MANDATES 150 MLN DLR LOAN",,0,Neutral
1584,"ECONOMIC SPOTLIGHT  AUSTRALIAN MARKETS BOOMING",booming,1,Positive
1585,"ECONOMIC SPOTLIGHT  KUWAITI ECONOMY",,0,Neutral
1586,"MALAYSIA MAY NOT MEET 1987 OIL PALM TARGET",,0,Neutral
1587,"ELDERS PLANS TO FLOAT OFF COURAGE PUBS",courage,1,Positive
1588,"FREEPORT TO START SULPHUR MINE IN PHILIPPINES",,0,Neutral
1589,"BANK OF JAPAN HAS NO COMMENT ON YEN BOND REPORT",,0,Neutral
1590,"MAFINA ISSUES 200 MLN SFR BOND WITH WARRANTS",issues,-1,Negative
1591,"HOKURIKU ELECTRIC ISSUES 35 MLN DLR WARRANT BOND",issues,-1,Negative
1592,"SAITAMA BANK ISSUES 100 MLN SFR CONVERTIBLE",issues,-1,Negative
1593,"JARDINE MATHESON SAID IT SETS TWOFORFIVE BONUS ISSUE REPLACING B SHARES","issue, bonus",0,Neutral
1594,"MONIER SAYS BRITAINS REDLAND MAY BID FOR IT",,0,Neutral
1595,"FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
1596,"QUEBEC ISSUES 30 BILLION YEN EUROBOND",issues,-1,Negative
1597,"ISUZU PLANS NO INTERIM DIVIDEND",,0,Neutral
1598,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",,0,Neutral
1599,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE","wins, confidence",2,Positive
1600,"NORWAY TO TIGHTEN RULES FOR REGISTERING LOANS",,0,Neutral
1601,"BELL GROUP CONFIRMS STANDARD CHARTERED STAKE",,0,Neutral
1602,"S AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",work,1,Positive
1603,"NIPPON STEEL DENIES CHINA SEEKING JAPANESE PLANTS",denies,-1,Negative
1604,"FRENCH FEBRUARY CAR OUTPUT UP 272 PCT",,0,Neutral
1605,"JARDINE MATHESON REPLACES B SHARE BY BONUS ISSUE","issue, bonus",0,Neutral
1606,"JAPAN GIVEN LITTLE HOPE OF AVOIDING US SANCTIONS",,0,Neutral
1607,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",,0,Neutral
1608,"MOSCOW INDIGNANT AT REAGAN STATEMENT",indignant,-1,Negative
